행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체),년,월
1105067,광진구,자양4동,2,75,677.07,225.78,23.42,19.07,22.55,22.18,10.95,1.34,15.12,25.06,14.84,19.88,2023,5
1105053,광진구,화양동,1,20,2606.0,1974.82,187.06,309.14,285.11,332.85,20.77,57.39,236.95,105.0,174.96,2.57,2023,6
1105053,광진구,화양동,1,25,3005.13,2278.83,213.39,336.58,220.46,255.12,73.46,79.13,269.77,313.14,379.39,65.55,2023,6
1105053,광진구,화양동,1,30,1695.19,1425.77,151.15,235.34,186.63,141.06,29.2,68.55,158.93,207.45,192.53,34.22,2023,6
1105053,광진구,화양동,1,35,998.59,745.49,93.83,135.07,77.61,91.73,42.99,36.6,93.81,103.01,80.96,46.67,2023,6
1105053,광진구,화양동,1,40,755.72,274.01,45.0,43.6,38.2,29.15,16.85,16.28,29.81,38.73,44.41,20.43,2023,6
1105053,광진구,화양동,1,45,700.79,231.2,38.02,42.53,23.94,28.57,23.71,11.98,37.38,27.16,8.34,25.64,2023,6
1105053,광진구,화양동,1,50,696.66,154.65,29.01,34.96,20.02,20.72,26.74,6.12,28.0,25.91,24.37,26.52,2023,6
1105053,광진구,화양동,1,55,607.07,148.93,22.96,18.71,24.71,11.65,18.14,5.45,17.87,22.08,16.09,16.19,2023,6
1105053,광진구,화양동,1,60,462.0,108.59,16.98,16.35,14.78,12.38,14.92,2.81,13.04,16.42,4.95,11.5,2023,6
1105053,광진구,화양동,1,65,352.22,73.95,8.1,6.57,16.48,3.57,3.89,1.01,4.95,2.81,9.9,5.15,2023,6
1105053,광진구,화양동,1,70,223.07,48.57,7.04,8.64,0.83,5.32,5.23,0.36,7.07,4.26,3.34,6.48,2023,6
1105053,광진구,화양동,1,75,327.29,118.38,11.23,26.16,11.03,7.07,10.46,0.56,12.65,3.54,10.62,15.56,2023,6
1105053,광진구,화양동,2,20,3654.53,2665.54,162.23,314.6,399.22,237.77,10.57,101.11,163.94,132.98,161.97,5.25,2023,6
1105053,광진구,화양동,2,25,2928.46,2297.14,127.66,222.74,242.8,169.06,31.81,94.31,162.95,276.42,276.37,31.54,2023,6
1105053,광진구,화양동,2,30,1627.61,1164.6,70.08,160.48,91.21,82.22,32.08,64.53,96.88,139.72,145.76,26.5,2023,6
1105053,광진구,화양동,2,35,780.45,521.96,65.38,108.63,36.89,45.98,25.16,24.19,51.97,50.9,51.69,13.43,2023,6
1105053,광진구,화양동,2,40,594.61,208.17,16.67,41.85,21.1,18.43,22.32,9.86,21.83,31.41,38.93,25.53,2023,6
1105053,광진구,화양동,2,45,596.1,204.74,24.25,55.34,14.89,29.33,22.28,7.05,24.14,22.93,14.96,24.3,2023,6
1105053,광진구,화양동,2,50,640.88,123.83,14.18,24.14,11.82,14.12,14.41,3.93,17.78,14.89,18.87,24.49,2023,6
1105053,광진구,화양동,2,55,679.64,144.45,15.95,29.65,13.04,17.87,16.57,3.88,17.31,15.55,12.29,18.78,2023,6
1105053,광진구,화양동,2,60,526.47,111.54,12.31,22.92,11.19,17.24,17.05,2.44,13.42,7.51,2.74,22.52,2023,6
1105053,광진구,화양동,2,65,404.23,90.78,4.61,19.05,10.15,9.8,8.05,0.65,7.95,14.56,9.85,4.8,2023,6
1105053,광진구,화양동,2,70,311.18,73.34,5.89,19.33,1.7,5.53,7.41,0.35,7.66,10.48,4.1,5.88,2023,6
1105053,광진구,화양동,2,75,477.57,194.78,15.58,49.66,12.31,15.23,20.77,0.56,21.36,19.22,21.84,26.48,2023,6
1105054,광진구,군자동,1,20,1598.0,806.35,58.08,100.69,98.72,162.34,31.29,37.94,112.11,40.13,81.56,13.29,2023,6
1105054,광진구,군자동,1,25,1554.0,773.22,78.6,93.16,78.61,109.9,59.06,40.25,87.09,104.58,133.57,38.08,2023,6
1105054,광진구,군자동,1,30,1292.0,523.24,54.15,53.25,71.3,52.26,15.33,59.6,55.82,67.47,68.0,18.25,2023,6
1105054,광진구,군자동,1,35,925.0,348.86,48.88,48.75,23.49,39.26,22.27,34.05,47.17,35.39,43.1,24.84,2023,6
1105054,광진구,군자동,1,40,835.0,170.47,27.71,24.98,21.32,18.74,31.98,16.83,23.62,14.85,24.15,24.91,2023,6
1105054,광진구,군자동,1,45,745.0,144.47,18.99,17.56,14.34,14.24,22.82,12.76,14.57,17.03,6.25,25.14,2023,6
1105054,광진구,군자동,1,50,832.0,146.13,22.42,15.85,16.84,13.28,32.86,8.1,15.7,15.38,22.12,35.08,2023,6
1105054,광진구,군자동,1,55,773.0,154.37,19.17,15.06,19.79,13.45,27.34,5.82,18.5,23.7,10.67,29.57,2023,6
1105054,광진구,군자동,1,60,567.0,126.41,17.42,16.01,15.09,12.57,15.47,3.4,11.54,18.73,5.73,13.8,2023,6
1105054,광진구,군자동,1,65,400.0,76.57,8.22,6.13,15.31,5.62,11.96,1.19,5.47,7.77,7.55,10.38,2023,6
1105054,광진구,군자동,1,70,264.07,51.03,10.54,7.6,0.78,5.97,16.51,0.54,8.14,4.98,3.9,17.74,2023,6
1105054,광진구,군자동,1,75,366.93,118.33,15.83,10.7,9.5,6.64,9.64,0.61,15.7,6.23,13.01,5.46,2023,6
1105054,광진구,군자동,2,20,1746.0,950.59,47.37,66.62,147.0,103.72,14.06,53.1,62.18,53.74,72.92,6.97,2023,6
1105054,광진구,군자동,2,25,1398.0,758.35,51.2,46.15,110.33,48.32,13.24,56.01,39.8,91.42,113.66,23.63,2023,6
1105054,광진구,군자동,2,30,1205.0,495.05,45.63,51.68,63.19,34.23,25.88,53.7,37.26,47.56,65.8,19.96,2023,6
1105054,광진구,군자동,2,35,805.0,301.09,26.5,31.57,35.32,27.69,22.99,30.71,31.05,30.42,31.75,12.66,2023,6
1105054,광진구,군자동,2,40,725.0,144.9,10.57,20.59,7.48,14.77,21.37,11.2,14.69,12.39,22.12,21.19,2023,6
1105054,광진구,군자동,2,45,794.0,158.32,7.71,18.37,12.44,13.51,13.94,12.86,12.22,22.9,16.84,16.58,2023,6
1105054,광진구,군자동,2,50,804.0,149.59,18.89,20.2,14.66,14.51,19.08,6.12,19.5,17.03,19.94,30.72,2023,6
1105054,광진구,군자동,2,55,847.0,159.98,10.89,12.49,14.58,14.48,10.58,5.58,18.15,7.49,13.19,15.74,2023,6
1105054,광진구,군자동,2,60,579.0,108.39,7.94,16.8,8.47,13.35,5.59,2.81,11.66,6.85,3.07,12.92,2023,6
1105054,광진구,군자동,2,65,483.0,103.0,5.94,11.01,17.83,12.77,9.38,1.08,9.88,13.73,9.77,15.5,2023,6
1105054,광진구,군자동,2,70,282.15,54.21,6.65,10.89,0.59,6.84,11.11,0.29,8.75,5.43,1.49,11.02,2023,6
1105054,광진구,군자동,2,75,533.85,205.99,18.81,22.42,14.89,17.75,14.29,0.58,25.18,25.24,22.15,18.89,2023,6
1105055,광진구,중곡1동,1,20,545.0,144.32,16.92,22.19,9.06,8.71,5.86,8.67,13.36,11.64,12.15,5.81,2023,6
1105055,광진구,중곡1동,1,25,703.0,198.01,18.03,18.47,21.73,17.01,11.75,20.37,18.19,23.24,23.45,14.56,2023,6
1105055,광진구,중곡1동,1,30,915.0,295.23,26.16,29.47,27.52,20.28,11.69,40.89,28.84,40.62,34.1,11.6,2023,6
1105055,광진구,중곡1동,1,35,693.0,202.38,25.69,20.35,18.34,13.22,18.83,28.74,21.78,16.19,20.74,21.34,2023,6
1105055,광진구,중곡1동,1,40,621.0,142.16,22.4,20.19,12.1,12.68,19.76,9.74,16.75,18.0,12.71,14.69,2023,6
1105055,광진구,중곡1동,1,45,591.0,130.15,19.34,18.02,10.13,15.82,32.51,8.98,18.04,12.8,9.54,26.37,2023,6
1105055,광진구,중곡1동,1,50,667.0,125.98,18.43,16.62,15.17,14.11,21.31,5.94,15.87,16.96,21.14,21.13,2023,6
1105055,광진구,중곡1동,1,55,644.0,126.43,13.89,14.84,15.66,8.74,7.95,5.15,8.44,15.57,9.14,10.49,2023,6
1105055,광진구,중곡1동,1,60,462.0,89.39,14.16,11.25,8.61,10.5,10.56,2.57,11.07,14.34,2.66,6.98,2023,6
1105055,광진구,중곡1동,1,65,351.0,67.25,6.28,8.21,13.88,6.52,8.28,1.1,6.06,5.64,11.47,8.21,2023,6
1105055,광진구,중곡1동,1,70,206.53,37.41,4.44,5.33,1.16,3.35,6.6,0.36,3.14,2.24,2.33,6.54,2023,6
1105055,광진구,중곡1동,1,75,311.47,88.91,6.53,12.61,10.99,7.92,9.89,0.54,8.55,5.29,7.82,14.72,2023,6
1105055,광진구,중곡1동,2,20,503.0,156.57,10.83,12.42,15.47,4.65,0.0,12.9,6.65,8.38,10.69,0.0,2023,6
1105055,광진구,중곡1동,2,25,793.0,262.94,17.85,22.52,32.42,21.89,8.15,27.67,18.08,34.59,33.46,0.0,2023,6
1105055,광진구,중곡1동,2,30,847.0,268.09,14.31,26.6,26.35,19.41,14.26,38.01,21.58,19.44,26.47,16.98,2023,6
1105055,광진구,중곡1동,2,35,627.0,177.05,13.71,23.54,8.97,17.25,16.34,19.96,13.23,12.96,24.48,18.52,2023,6
1105055,광진구,중곡1동,2,40,570.0,129.45,6.15,20.17,8.79,12.67,9.94,8.39,8.1,12.69,18.21,12.33,2023,6
1105055,광진구,중곡1동,2,45,666.0,147.75,15.85,29.26,10.38,21.37,10.3,7.47,15.3,13.56,14.9,6.82,2023,6
1105055,광진구,중곡1동,2,50,708.0,128.96,7.03,14.93,11.34,14.21,8.35,5.59,14.05,12.81,18.82,16.55,2023,6
1105055,광진구,중곡1동,2,55,708.0,135.9,11.71,20.61,8.76,18.42,14.67,4.87,16.68,16.34,13.76,17.44,2023,6
1105055,광진구,중곡1동,2,60,509.09,109.68,9.3,21.51,11.12,17.94,7.58,2.39,16.39,10.32,4.39,24.43,2023,6
1105055,광진구,중곡1동,2,65,375.0,83.21,5.83,12.06,13.81,8.74,10.92,0.67,9.27,12.64,10.83,15.47,2023,6
1105055,광진구,중곡1동,2,70,254.12,56.87,6.88,12.4,0.37,6.13,5.16,0.25,8.48,10.11,3.01,10.25,2023,6
1105055,광진구,중곡1동,2,75,389.88,127.54,12.84,24.16,7.13,13.7,8.61,0.52,18.32,12.67,9.92,22.22,2023,6
1105056,광진구,중곡2동,1,20,814.0,189.64,13.21,21.07,16.97,18.22,26.43,13.93,21.58,13.45,6.02,13.1,2023,6
1105056,광진구,중곡2동,1,25,938.0,250.55,32.86,31.55,23.15,30.34,51.3,25.06,35.16,31.74,36.65,40.16,2023,6
1105056,광진구,중곡2동,1,30,1130.0,347.32,36.63,40.05,39.8,30.16,23.04,48.44,33.85,37.58,40.77,17.77,2023,6
1105056,광진구,중곡2동,1,35,876.52,249.37,31.86,29.31,13.97,28.15,33.66,33.77,30.1,22.41,28.74,23.84,2023,6
1105056,광진구,중곡2동,1,40,806.0,125.66,18.57,18.61,9.26,13.08,26.73,13.92,13.09,14.22,18.91,18.93,2023,6
1105056,광진구,중곡2동,1,45,862.0,135.88,18.51,18.91,12.93,17.08,34.25,13.0,15.88,11.66,12.18,31.35,2023,6
1105056,광진구,중곡2동,1,50,885.0,115.85,18.0,16.49,12.46,11.14,27.31,7.33,14.81,14.51,18.35,38.37,2023,6
1105056,광진구,중곡2동,1,55,833.0,117.88,17.08,17.87,11.68,14.97,13.06,5.41,15.31,16.73,7.53,17.26,2023,6
1105056,광진구,중곡2동,1,60,580.0,81.74,9.58,8.28,7.49,8.86,11.21,3.09,7.55,9.8,1.74,11.11,2023,6
1105056,광진구,중곡2동,1,65,441.0,76.98,6.86,5.73,12.98,5.76,5.88,1.43,5.15,4.81,10.53,7.28,2023,6
1105056,광진구,중곡2동,1,70,268.48,43.07,6.57,6.47,0.2,4.51,6.27,0.45,4.81,1.88,1.38,4.98,2023,6
1105056,광진구,중곡2동,1,75,368.52,109.13,8.83,12.93,13.72,12.84,11.29,0.6,13.84,5.56,10.16,9.95,2023,6
1105056,광진구,중곡2동,2,20,820.0,218.73,21.54,31.84,16.08,18.7,13.04,15.01,15.8,16.29,14.45,12.93,2023,6
1105056,광진구,중곡2동,2,25,999.74,334.73,19.34,27.77,26.73,23.66,15.12,31.1,22.82,37.93,42.41,15.0,2023,6
1105056,광진구,중곡2동,2,30,1186.61,367.69,24.78,38.19,22.77,25.65,15.63,52.79,26.23,27.21,44.22,15.5,2023,6
1105056,광진구,중곡2동,2,35,826.0,226.2,17.07,30.77,13.97,28.99,12.59,26.4,21.96,12.91,30.31,10.4,2023,6
1105056,광진구,중곡2동,2,40,899.0,139.88,11.62,22.7,7.61,17.67,16.76,11.8,11.53,13.73,15.61,20.77,2023,6
1105056,광진구,중곡2동,2,45,923.1,120.45,5.9,17.37,5.53,17.19,12.98,11.74,13.5,14.97,11.11,20.96,2023,6
1105056,광진구,중곡2동,2,50,1002.0,138.52,11.7,17.58,12.77,15.64,18.99,8.07,16.94,17.21,22.77,23.53,2023,6
1105056,광진구,중곡2동,2,55,876.11,125.75,9.46,16.8,6.2,18.13,18.16,4.98,15.5,10.84,11.6,22.0,2023,6
1105056,광진구,중곡2동,2,60,665.91,112.46,7.97,19.37,8.27,19.21,10.89,2.96,13.41,9.26,5.84,13.5,2023,6
1105056,광진구,중곡2동,2,65,486.0,106.69,7.05,17.75,17.03,14.15,8.11,0.82,13.62,16.67,11.02,13.4,2023,6
1105056,광진구,중곡2동,2,70,360.21,72.51,6.62,15.65,1.08,10.66,9.67,0.48,11.44,9.12,4.08,16.45,2023,6
1105056,광진구,중곡2동,2,75,439.79,162.93,16.23,25.61,6.98,22.02,12.44,0.35,20.07,20.62,14.52,17.82,2023,6
1105057,광진구,중곡3동,1,20,670.0,141.7,16.73,18.56,11.37,9.72,12.28,10.06,14.9,14.6,10.16,18.27,2023,6
1105057,광진구,중곡3동,1,25,709.0,165.79,24.56,18.32,14.97,17.58,29.25,17.78,22.89,23.22,20.89,47.13,2023,6
1105057,광진구,중곡3동,1,30,878.0,272.92,28.39,24.68,35.84,16.27,19.76,44.3,26.42,29.71,32.01,26.12,2023,6
1105057,광진구,중곡3동,1,35,718.33,209.67,26.82,16.92,27.21,16.87,9.28,31.33,20.7,16.9,19.4,12.26,2023,6
1105057,광진구,중곡3동,1,40,688.0,164.6,15.37,13.86,17.61,9.67,13.51,14.34,14.22,20.59,17.07,13.4,2023,6
1105057,광진구,중곡3동,1,45,725.0,162.39,25.04,18.81,16.39,16.41,25.08,12.81,18.12,18.41,11.67,24.87,2023,6
1105057,광진구,중곡3동,1,50,787.95,131.68,22.37,16.13,10.42,14.35,27.02,6.57,16.84,21.14,20.74,29.47,2023,6
1105057,광진구,중곡3동,1,55,706.0,149.92,15.51,14.5,28.2,13.55,10.92,5.23,12.75,20.63,12.47,13.54,2023,6
1105057,광진구,중곡3동,1,60,481.0,110.49,13.91,10.23,14.38,10.02,8.05,3.2,9.19,13.15,4.7,11.17,2023,6
1105057,광진구,중곡3동,1,65,375.0,88.64,7.06,5.36,16.78,4.91,4.76,1.26,5.02,8.08,10.63,3.15,2023,6
1105057,광진구,중곡3동,1,70,203.92,50.1,7.32,5.97,2.05,5.92,2.86,0.39,6.05,4.94,4.12,1.42,2023,6
1105057,광진구,중곡3동,1,75,334.08,116.24,11.84,9.34,15.51,9.78,4.3,0.58,10.0,6.06,12.18,4.26,2023,6
1105057,광진구,중곡3동,2,20,565.0,135.61,16.86,12.66,7.36,10.61,7.89,11.73,7.23,13.28,8.32,3.91,2023,6
1105057,광진구,중곡3동,2,25,738.0,197.28,17.98,20.06,15.97,17.78,3.24,21.41,16.53,25.09,32.1,6.41,2023,6
1105057,광진구,중곡3동,2,30,762.0,221.34,18.76,18.52,20.18,18.55,6.21,30.02,20.69,16.05,20.27,3.08,2023,6
1105057,광진구,중곡3동,2,35,607.12,165.69,8.85,10.87,7.11,11.39,2.97,17.96,11.64,15.97,21.43,8.85,2023,6
1105057,광진구,중곡3동,2,40,667.01,148.58,16.0,20.53,18.06,18.59,8.37,10.81,16.63,20.3,12.14,11.07,2023,6
1105057,광진구,중곡3동,2,45,828.67,164.94,11.74,25.4,23.06,15.51,23.83,11.16,16.62,22.2,14.67,23.63,2023,6
1105057,광진구,중곡3동,2,50,823.0,169.81,16.59,18.28,16.29,20.88,18.04,5.68,19.57,20.33,28.5,14.9,2023,6
1105057,광진구,중곡3동,2,55,763.0,160.59,11.98,19.97,17.64,17.52,8.61,4.48,13.87,21.51,11.82,19.94,2023,6
1105057,광진구,중곡3동,2,60,540.04,128.94,11.8,13.29,13.71,17.1,12.48,2.9,15.45,12.75,5.4,8.84,2023,6
1105057,광진구,중곡3동,2,65,428.0,114.2,6.4,11.54,19.75,9.92,10.38,1.05,10.15,15.13,18.04,10.29,2023,6
1105057,광진구,중곡3동,2,70,263.4,69.05,6.41,8.67,1.18,7.56,4.63,0.38,8.51,10.99,3.95,12.25,2023,6
1105057,광진구,중곡3동,2,75,430.23,175.72,17.51,18.01,12.88,21.21,7.72,0.54,18.08,20.07,16.02,10.71,2023,6
1105058,광진구,중곡4동,1,20,1159.0,120.73,17.6,15.87,7.33,14.6,15.5,18.05,14.41,7.06,3.68,35.89,2023,6
1105058,광진구,중곡4동,1,25,1096.17,143.82,17.63,22.24,8.36,21.96,92.23,23.54,21.43,20.99,18.78,77.99,2023,6
1105058,광진구,중곡4동,1,30,1312.0,236.58,34.06,27.82,27.7,30.13,50.66,52.24,28.76,32.2,18.38,35.45,2023,6
1105058,광진구,중곡4동,1,35,1226.0,202.72,21.89,20.94,14.48,21.08,30.01,48.87,21.56,19.43,20.72,35.17,2023,6
1105058,광진구,중곡4동,1,40,1222.0,171.79,23.16,21.95,17.25,16.96,45.88,24.15,20.42,17.74,24.03,39.81,2023,6
1105058,광진구,중곡4동,1,45,1301.0,174.34,22.56,21.05,13.99,19.42,53.68,23.06,21.77,17.21,10.54,56.18,2023,6
1105058,광진구,중곡4동,1,50,1287.0,158.65,14.2,16.13,15.89,13.4,25.58,11.33,13.7,19.33,25.5,25.36,2023,6
1105058,광진구,중곡4동,1,55,1213.0,153.21,16.6,12.94,14.65,9.83,15.75,8.77,10.05,21.28,11.38,17.84,2023,6
1105058,광진구,중곡4동,1,60,868.0,120.51,17.68,16.89,11.71,15.68,17.03,5.12,14.39,14.9,3.99,13.83,2023,6
1105058,광진구,중곡4동,1,65,719.0,119.56,13.61,11.33,26.22,7.16,9.54,2.06,7.83,9.4,14.72,9.46,2023,6
1105058,광진구,중곡4동,1,70,410.88,64.25,9.98,9.56,0.61,9.42,14.77,0.71,9.43,3.54,3.49,15.97,2023,6
1105058,광진구,중곡4동,1,75,546.59,177.48,12.52,26.08,25.48,19.56,9.39,1.61,20.01,10.21,22.58,22.63,2023,6
1105058,광진구,중곡4동,2,20,1042.0,132.45,14.22,17.95,6.05,12.08,7.53,18.48,12.81,9.41,5.61,14.94,2023,6
1105058,광진구,중곡4동,2,25,1093.0,145.07,12.39,12.98,10.85,12.64,17.82,31.24,11.31,18.67,19.49,25.25,2023,6
1105058,광진구,중곡4동,2,30,1365.0,244.54,12.68,23.96,17.8,22.8,6.82,56.78,19.24,24.56,28.02,10.13,2023,6
1105058,광진구,중곡4동,2,35,1105.0,172.35,11.87,22.87,6.03,20.86,15.89,31.45,15.8,21.28,22.21,23.64,2023,6
1105058,광진구,중곡4동,2,40,1224.0,168.74,11.01,21.9,11.56,23.64,19.46,18.67,16.85,17.58,23.97,22.05,2023,6
1105058,광진구,중곡4동,2,45,1471.0,194.99,14.44,26.83,13.75,22.3,40.0,20.54,20.27,20.69,15.55,39.66,2023,6
1105058,광진구,중곡4동,2,50,1341.0,173.1,11.82,21.3,11.3,24.94,34.05,9.16,19.81,21.75,25.46,38.59,2023,6
1105058,광진구,중곡4동,2,55,1325.0,183.76,10.47,19.38,13.53,26.01,16.05,7.69,21.81,19.02,17.95,25.86,2023,6
1105058,광진구,중곡4동,2,60,1006.0,135.3,13.11,19.03,11.57,20.14,20.02,4.82,18.66,11.35,5.04,26.47,2023,6
1105058,광진구,중곡4동,2,65,734.0,140.74,9.24,18.48,17.86,18.53,21.29,1.54,15.89,17.2,16.81,18.09,2023,6
1105058,광진구,중곡4동,2,70,565.18,105.55,8.33,17.7,0.58,18.53,16.08,0.73,14.64,10.97,4.7,20.73,2023,6
1105058,광진구,중곡4동,2,75,743.82,299.04,31.38,53.11,16.98,54.39,19.3,0.88,44.5,52.06,31.59,38.27,2023,6
1105059,광진구,능동,1,20,327.0,147.65,13.47,20.24,13.23,20.13,12.55,5.17,15.17,13.79,4.43,9.96,2023,6
1105059,광진구,능동,1,25,585.87,285.86,19.67,33.25,30.19,37.14,7.63,21.32,37.98,31.39,47.32,15.14,2023,6
1105059,광진구,능동,1,30,808.81,375.99,25.88,25.66,41.93,25.65,14.05,39.45,29.97,39.14,38.3,11.14,2023,6
1105059,광진구,능동,1,35,586.89,246.21,37.31,28.96,22.39,14.67,24.94,24.9,22.0,16.65,23.52,9.9,2023,6
1105059,광진구,능동,1,40,448.28,118.28,16.7,13.43,8.87,13.63,6.91,8.11,14.81,13.66,15.59,6.85,2023,6
1105059,광진구,능동,1,45,355.21,90.77,11.46,9.93,9.52,10.4,15.67,6.86,10.63,8.75,7.83,13.82,2023,6
1105059,광진구,능동,1,50,334.34,53.79,7.05,6.59,4.62,5.18,11.48,3.49,6.55,5.43,9.02,6.5,2023,6
1105059,광진구,능동,1,55,340.93,51.79,6.31,5.69,2.36,5.39,17.98,3.26,5.22,8.24,3.86,11.88,2023,6
1105059,광진구,능동,1,60,261.0,47.05,5.66,5.64,4.68,6.18,10.0,1.83,5.75,6.47,2.94,4.96,2023,6
1105059,광진구,능동,1,65,220.78,45.05,4.36,4.21,7.94,3.52,4.62,0.68,3.9,3.82,4.3,7.63,2023,6
1105059,광진구,능동,1,70,130.57,29.08,3.86,4.02,0.88,3.08,5.38,0.26,3.73,3.09,1.76,2.67,2023,6
1105059,광진구,능동,1,75,223.07,47.13,5.07,6.61,5.26,5.59,6.73,0.39,5.44,2.13,5.84,10.68,2023,6
1105059,광진구,능동,2,20,428.47,227.34,23.6,25.52,28.96,21.15,6.73,11.42,14.8,13.38,18.62,4.44,2023,6
1105059,광진구,능동,2,25,825.8,435.38,22.7,19.18,58.51,16.07,13.58,29.86,17.8,40.24,57.39,8.08,2023,6
1105059,광진구,능동,2,30,863.78,402.62,24.36,30.05,39.03,25.41,11.11,39.07,29.7,48.48,35.42,13.77,2023,6
1105059,광진구,능동,2,35,538.24,222.45,20.08,27.16,10.76,23.26,6.69,16.39,15.86,12.08,22.52,4.42,2023,6
1105059,광진구,능동,2,40,380.39,101.74,7.82,14.43,8.77,9.49,7.03,6.66,9.7,10.91,14.33,5.58,2023,6
1105059,광진구,능동,2,45,399.79,101.74,5.25,14.2,6.19,9.42,6.25,5.37,7.1,10.43,8.81,4.14,2023,6
1105059,광진구,능동,2,50,369.12,58.52,3.79,7.75,1.99,5.73,8.05,2.87,4.39,5.02,10.48,11.17,2023,6
1105059,광진구,능동,2,55,419.25,70.64,5.22,7.53,5.47,8.87,8.35,3.01,8.06,8.23,7.9,10.34,2023,6
1105059,광진구,능동,2,60,297.53,52.21,1.67,7.27,3.28,5.25,3.2,1.62,5.37,4.47,3.02,1.59,2023,6
1105059,광진구,능동,2,65,256.77,61.65,4.65,9.29,8.81,6.58,4.19,0.67,6.73,10.68,6.88,5.54,2023,6
1105059,광진구,능동,2,70,147.55,30.74,3.7,4.87,0.28,4.29,5.52,0.16,3.84,3.23,1.68,6.83,2023,6
1105059,광진구,능동,2,75,261.7,68.66,4.66,12.92,5.28,7.44,2.76,0.29,5.53,6.77,5.65,9.57,2023,6
1105060,광진구,구의1동,1,20,794.0,326.08,38.53,60.21,25.23,42.43,12.64,12.2,33.47,12.14,24.08,12.53,2023,6
1105060,광진구,구의1동,1,25,1147.0,520.69,40.58,77.61,48.59,62.58,41.82,29.59,55.4,58.94,80.08,32.73,2023,6
1105060,광진구,구의1동,1,30,1362.0,647.6,68.79,95.08,66.42,56.26,29.21,53.86,60.86,71.53,80.32,31.38,2023,6
1105060,광진구,구의1동,1,35,986.0,433.41,48.61,74.58,33.52,46.85,28.51,34.92,53.9,44.98,42.86,30.63,2023,6
1105060,광진구,구의1동,1,40,940.0,274.54,33.73,38.65,33.12,27.52,15.82,17.29,30.35,34.59,41.74,29.4,2023,6
1105060,광진구,구의1동,1,45,882.0,245.1,40.55,45.03,21.35,28.29,29.89,14.87,28.36,25.56,20.3,36.0,2023,6
1105060,광진구,구의1동,1,50,876.0,159.13,18.87,22.77,16.64,14.49,26.67,7.44,15.43,23.28,29.03,31.72,2023,6
1105060,광진구,구의1동,1,55,769.0,148.29,18.53,21.06,18.59,17.87,25.31,5.23,17.11,23.61,13.12,18.82,2023,6
1105060,광진구,구의1동,1,60,542.0,102.07,12.84,13.23,10.29,10.14,16.86,3.44,9.1,17.59,4.14,15.33,2023,6
1105060,광진구,구의1동,1,65,404.0,80.15,10.56,10.41,15.44,5.1,10.0,1.06,5.93,6.97,11.88,4.96,2023,6
1105060,광진구,구의1동,1,70,285.35,55.81,7.99,9.33,0.87,6.98,13.74,0.41,6.57,3.64,4.67,13.63,2023,6
1105060,광진구,구의1동,1,75,405.65,103.65,8.89,24.74,15.56,13.5,19.85,0.63,16.41,6.94,10.3,22.72,2023,6
1105060,광진구,구의1동,2,20,918.0,423.31,39.21,55.1,27.18,39.18,20.2,20.74,28.94,30.53,31.86,7.51,2023,6
1105060,광진구,구의1동,2,25,1373.0,665.23,45.29,67.31,55.3,58.92,17.85,40.62,49.62,72.9,89.38,22.76,2023,6
1105060,광진구,구의1동,2,30,1322.0,623.11,35.8,80.67,51.47,59.12,10.95,49.84,43.19,53.18,65.6,10.86,2023,6
1105060,광진구,구의1동,2,35,993.0,430.6,16.64,60.01,27.58,51.05,12.11,27.92,29.11,34.42,66.71,19.21,2023,6
1105060,광진구,구의1동,2,40,899.0,259.66,23.48,50.81,16.4,43.83,18.24,12.25,29.21,24.17,42.22,19.89,2023,6
1105060,광진구,구의1동,2,45,926.0,259.1,17.51,51.69,11.85,31.33,10.89,11.21,32.62,29.67,16.68,10.8,2023,6
1105060,광진구,구의1동,2,50,972.0,171.78,13.25,35.15,10.41,22.51,21.63,5.62,22.65,17.54,21.67,30.02,2023,6
1105060,광진구,구의1동,2,55,914.0,163.4,13.07,28.51,12.01,25.87,19.05,4.4,19.54,16.35,13.32,21.25,2023,6
1105060,광진구,구의1동,2,60,609.0,126.5,13.85,27.15,10.65,21.88,13.17,2.24,18.6,12.24,6.24,8.7,2023,6
1105060,광진구,구의1동,2,65,521.0,109.6,7.28,19.08,13.32,13.11,11.11,0.89,10.21,10.63,15.34,18.89,2023,6
1105060,광진구,구의1동,2,70,328.94,74.05,7.44,23.08,0.29,14.05,24.03,0.39,14.08,11.54,4.7,29.12,2023,6
1105060,광진구,구의1동,2,75,523.06,152.94,19.72,44.26,9.87,27.0,28.03,0.42,28.36,16.81,11.82,41.03,2023,6
1105061,광진구,구의2동,1,20,832.0,112.97,14.77,16.65,11.4,14.94,31.39,11.88,16.8,6.48,8.33,15.56,2023,6
1105061,광진구,구의2동,1,25,852.08,126.12,14.56,15.75,5.72,13.28,26.48,19.78,15.45,16.97,15.28,32.82,2023,6
1105061,광진구,구의2동,1,30,1101.0,194.35,18.48,18.74,17.58,14.72,13.22,53.69,16.17,21.84,24.51,13.11,2023,6
