행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체),년,월
1105053,광진구,화양동,1,20,2606.0,1966.01,158.41,312.74,340.37,222.43,15.13,63.64,213.65,109.67,194.18,15.0,2023,1
1105053,광진구,화양동,1,25,2974.94,2186.64,215.73,304.8,260.0,276.8,67.65,76.19,245.08,277.88,328.17,57.79,2023,1
1105053,광진구,화양동,1,30,1677.23,1185.01,111.34,170.94,147.54,96.8,11.23,76.69,110.36,152.35,156.72,29.68,2023,1
1105053,광진구,화양동,1,35,986.0,662.89,110.67,128.2,72.48,72.42,35.96,36.56,89.48,86.3,74.96,39.05,2023,1
1105053,광진구,화양동,1,40,743.6,282.83,43.15,44.28,43.98,24.05,16.85,16.09,34.41,36.0,47.92,15.02,2023,1
1105053,광진구,화양동,1,45,689.94,256.92,37.69,49.18,31.92,28.56,18.39,12.27,38.68,34.21,15.52,18.23,2023,1
1105053,광진구,화양동,1,50,695.0,159.26,30.24,31.86,18.2,21.85,34.97,5.69,27.46,25.38,25.95,23.1,2023,1
1105053,광진구,화양동,1,55,599.0,135.45,20.04,17.48,21.48,11.46,16.88,5.45,12.82,19.31,12.98,11.71,2023,1
1105053,광진구,화양동,1,60,460.37,104.82,13.1,14.51,13.66,8.28,1.62,3.55,8.81,17.55,6.07,3.2,2023,1
1105053,광진구,화양동,1,65,343.47,65.72,4.53,6.26,13.31,2.71,2.51,1.07,3.46,2.25,8.65,2.48,2023,1
1105053,광진구,화양동,1,70,208.42,43.44,8.33,9.91,0.0,3.94,2.52,0.33,6.55,3.45,1.79,2.5,2023,1
1105053,광진구,화양동,1,75,339.31,124.13,10.97,23.19,13.19,10.39,15.13,0.58,16.37,5.62,14.34,17.49,2023,1
1105053,광진구,화양동,2,20,3646.39,2840.87,135.44,310.61,433.71,227.82,10.74,100.4,149.89,141.14,162.64,10.65,2023,1
1105053,광진구,화양동,2,25,2909.54,2218.9,141.69,215.12,226.73,177.82,31.66,87.89,162.14,267.96,236.4,28.96,2023,1
1105053,광진구,화양동,2,30,1617.54,1123.76,71.49,137.85,117.14,90.79,26.53,64.62,69.23,130.89,116.36,24.1,2023,1
1105053,광진구,화양동,2,35,770.21,506.49,47.46,95.46,50.14,51.55,17.77,22.33,52.68,59.1,43.13,15.85,2023,1
1105053,광진구,화양동,2,40,571.26,214.52,18.28,38.83,23.65,19.48,10.75,10.53,22.13,28.63,39.22,13.69,2023,1
1105053,광진구,화양동,2,45,594.0,207.06,21.42,53.06,13.74,21.64,20.67,6.85,25.58,18.23,15.4,14.34,2023,1
1105053,광진구,화양동,2,50,628.52,134.47,14.94,24.95,9.46,14.9,18.56,3.78,18.66,14.13,16.97,22.07,2023,1
1105053,광진구,화양동,2,55,664.77,149.13,16.23,27.63,16.1,16.77,13.27,3.83,19.52,18.6,14.95,15.36,2023,1
1105053,광진구,화양동,2,60,516.59,118.47,14.22,24.72,11.84,19.66,16.91,2.43,15.25,9.45,6.03,16.76,2023,1
1105053,광진구,화양동,2,65,395.77,93.87,5.91,16.96,11.38,9.64,6.98,0.68,10.49,10.87,13.52,9.69,2023,1
1105053,광진구,화양동,2,70,317.42,77.83,9.47,17.49,2.03,8.31,4.34,0.34,9.85,12.27,3.44,5.72,2023,1
1105053,광진구,화양동,2,75,455.75,189.4,16.65,44.73,13.74,15.21,11.55,0.55,15.55,18.55,19.24,14.31,2023,1
1105054,광진구,군자동,1,20,1598.0,772.18,32.73,78.2,111.72,95.85,18.64,34.34,77.8,53.47,64.2,12.32,2023,1
1105054,광진구,군자동,1,25,1554.0,768.27,66.95,76.16,93.24,90.42,37.81,47.0,86.9,94.29,143.89,31.7,2023,1
1105054,광진구,군자동,1,30,1292.0,521.08,50.77,53.01,74.36,52.28,27.62,64.86,60.91,79.31,72.51,38.32,2023,1
1105054,광진구,군자동,1,35,925.0,347.29,48.07,43.56,27.76,38.25,38.77,35.53,38.17,34.54,53.74,38.42,2023,1
1105054,광진구,군자동,1,40,835.0,170.81,28.13,20.97,15.28,17.62,20.15,16.25,23.28,14.59,24.91,24.4,2023,1
1105054,광진구,군자동,1,45,745.0,149.58,19.17,14.26,15.62,12.11,4.94,13.79,16.66,17.2,10.12,17.15,2023,1
1105054,광진구,군자동,1,50,832.0,151.54,24.06,19.75,14.42,12.9,30.19,8.74,16.27,18.89,24.49,32.42,2023,1
1105054,광진구,군자동,1,55,773.0,158.47,19.27,12.61,20.6,11.15,21.08,5.88,13.47,26.82,12.07,15.67,2023,1
1105054,광진구,군자동,1,60,567.0,127.05,19.16,14.18,19.06,12.71,14.38,3.76,12.68,19.33,5.01,8.55,2023,1
1105054,광진구,군자동,1,65,400.0,78.57,9.76,4.55,16.37,5.02,7.17,1.39,5.13,6.59,7.93,5.68,2023,1
1105054,광진구,군자동,1,70,275.09,52.8,10.7,7.27,0.52,5.83,11.25,0.52,7.51,4.05,3.93,9.76,2023,1
1105054,광진구,군자동,1,75,355.91,109.52,13.72,8.55,9.49,7.72,11.25,0.68,11.21,3.24,9.67,9.76,2023,1
1105054,광진구,군자동,2,20,1746.0,931.59,43.14,69.5,152.26,81.74,18.13,51.16,48.73,63.45,63.46,13.48,2023,1
1105054,광진구,군자동,2,25,1398.0,753.26,33.71,41.54,80.47,44.71,15.16,60.27,27.42,86.7,116.36,12.51,2023,1
1105054,광진구,군자동,2,30,1205.0,485.18,35.28,33.91,54.54,30.38,10.72,56.58,35.2,49.53,68.15,18.59,2023,1
1105054,광진구,군자동,2,35,805.0,295.81,24.92,30.86,24.79,21.24,15.97,29.99,24.13,28.27,23.62,15.83,2023,1
1105054,광진구,군자동,2,40,725.0,144.8,10.95,17.27,9.37,16.9,18.44,12.56,13.35,12.65,24.25,16.24,2023,1
1105054,광진구,군자동,2,45,794.0,159.32,10.05,18.74,17.63,17.35,17.83,12.29,19.45,22.35,15.64,20.62,2023,1
1105054,광진구,군자동,2,50,804.0,148.72,19.66,19.36,15.22,15.38,20.99,5.75,16.55,18.59,15.92,20.8,2023,1
1105054,광진구,군자동,2,55,847.0,169.67,11.39,16.43,14.46,19.62,15.66,5.65,15.04,13.71,18.28,18.1,2023,1
1105054,광진구,군자동,2,60,579.0,109.38,7.65,11.66,10.38,13.18,5.57,2.8,13.14,8.55,3.41,9.21,2023,1
1105054,광진구,군자동,2,65,483.0,103.78,6.13,12.87,16.15,10.7,9.1,1.3,10.63,13.12,14.24,16.53,2023,1
1105054,광진구,군자동,2,70,282.84,56.45,4.46,8.38,0.31,7.25,6.45,0.26,8.34,6.03,1.56,7.99,2023,1
1105054,광진구,군자동,2,75,533.16,205.56,22.17,26.23,14.82,23.92,8.06,0.56,23.26,24.46,19.93,17.57,2023,1
1105055,광진구,중곡1동,1,20,545.0,139.23,22.02,21.38,18.17,20.86,24.86,12.73,22.84,10.41,13.88,6.16,2023,1
1105055,광진구,중곡1동,1,25,703.0,192.97,18.27,14.19,20.93,14.83,12.8,20.68,16.85,26.32,29.86,15.85,2023,1
1105055,광진구,중곡1동,1,30,915.0,283.08,33.69,32.28,35.21,23.71,31.41,39.51,27.03,34.59,30.21,34.24,2023,1
1105055,광진구,중곡1동,1,35,693.0,198.82,28.75,21.38,14.91,21.65,20.75,29.71,24.99,14.64,23.86,18.0,2023,1
1105055,광진구,중곡1동,1,40,621.0,139.96,17.68,20.02,11.17,13.08,17.32,10.24,17.12,15.15,14.08,22.07,2023,1
1105055,광진구,중곡1동,1,45,591.0,129.26,20.32,16.12,9.17,18.05,23.45,9.77,17.22,10.81,9.97,26.15,2023,1
1105055,광진구,중곡1동,1,50,667.0,121.39,20.77,16.19,13.48,14.64,29.47,5.83,18.24,13.7,17.52,34.51,2023,1
1105055,광진구,중곡1동,1,55,644.0,120.71,14.13,12.81,13.12,10.52,5.44,5.03,10.27,17.18,7.92,8.08,2023,1
1105055,광진구,중곡1동,1,60,462.0,88.25,13.21,11.97,6.52,11.23,12.53,2.74,9.51,13.13,1.99,10.65,2023,1
1105055,광진구,중곡1동,1,65,351.0,68.09,7.47,4.51,14.38,5.6,9.72,1.23,5.73,5.0,10.68,6.42,2023,1
1105055,광진구,중곡1동,1,70,203.17,39.38,3.84,4.28,1.14,3.36,7.69,0.38,3.43,3.07,2.61,4.57,2023,1
1105055,광진구,중곡1동,1,75,314.83,88.66,7.73,7.78,9.91,9.35,7.69,0.59,9.14,5.27,9.26,12.2,2023,1
1105055,광진구,중곡1동,2,20,503.0,146.1,10.8,14.67,11.43,15.34,0.0,11.08,11.5,11.23,13.76,7.43,2023,1
1105055,광진구,중곡1동,2,25,793.0,251.47,18.79,22.14,34.37,18.69,8.98,29.36,20.01,32.87,32.25,14.82,2023,1
1105055,광진구,중곡1동,2,30,847.0,257.08,11.27,24.68,23.51,19.57,12.49,39.03,19.1,29.31,31.31,12.38,2023,1
1105055,광진구,중곡1동,2,35,627.0,173.23,14.8,21.34,7.77,22.31,22.12,20.4,14.33,12.73,20.46,19.5,2023,1
1105055,광진구,중곡1동,2,40,570.0,129.56,10.51,20.11,9.56,13.83,12.96,8.46,10.75,11.6,17.18,20.57,2023,1
1105055,광진구,중곡1동,2,45,666.0,149.99,11.59,28.52,7.97,18.04,11.13,7.64,12.83,11.75,13.81,18.39,2023,1
1105055,광진구,중곡1동,2,50,708.0,134.6,6.85,16.72,16.74,17.47,5.6,5.34,15.82,16.44,19.64,5.55,2023,1
1105055,광진구,중곡1동,2,55,708.0,139.48,13.19,17.15,14.35,21.19,11.76,4.47,17.77,15.19,14.06,8.74,2023,1
1105055,광진구,중곡1동,2,60,511.0,112.38,7.56,18.65,11.32,23.07,7.71,2.24,19.52,11.52,4.94,21.01,2023,1
1105055,광진구,중곡1동,2,65,375.0,88.63,7.62,12.17,14.32,9.97,17.05,0.78,9.84,14.76,13.17,12.29,2023,1
1105055,광진구,중곡1동,2,70,254.12,54.49,6.6,10.97,0.71,9.38,8.63,0.2,9.23,7.98,1.8,13.68,2023,1
1105055,광진구,중곡1동,2,75,389.88,128.87,13.0,25.11,8.17,19.82,8.63,0.45,16.97,13.36,11.64,23.96,2023,1
1105056,광진구,중곡2동,1,20,814.0,188.84,22.09,24.03,17.01,19.88,14.42,15.77,17.11,14.62,14.08,0.0,2023,1
1105056,광진구,중곡2동,1,25,938.0,239.66,25.18,24.16,26.38,23.15,23.41,25.55,27.25,26.61,30.5,31.9,2023,1
1105056,광진구,중곡2동,1,30,1130.0,350.19,35.28,31.26,36.98,27.48,33.19,57.99,29.6,34.84,40.74,27.83,2023,1
1105056,광진구,중곡2동,1,35,874.0,238.99,32.11,28.53,15.15,27.44,30.22,35.28,28.66,20.84,25.32,20.74,2023,1
1105056,광진구,중곡2동,1,40,806.0,126.13,17.4,18.02,9.57,13.54,32.06,14.36,16.24,15.57,19.5,23.83,2023,1
1105056,광진구,중곡2동,1,45,862.0,132.69,15.99,11.52,10.66,12.82,24.21,15.47,12.71,14.35,10.46,21.32,2023,1
1105056,광진구,중곡2동,1,50,885.0,120.82,19.22,14.62,13.21,12.68,40.59,7.12,12.63,15.25,18.17,37.72,2023,1
1105056,광진구,중곡2동,1,55,833.0,113.32,18.41,10.59,11.25,11.08,17.35,5.84,12.74,15.75,5.16,21.49,2023,1
1105056,광진구,중곡2동,1,60,580.0,81.61,9.78,7.95,4.8,5.67,7.15,3.28,6.76,9.24,2.74,8.51,2023,1
1105056,광진구,중곡2동,1,65,441.0,74.22,6.63,4.45,13.0,3.26,8.84,1.43,3.8,3.72,10.11,4.37,2023,1
1105056,광진구,중곡2동,1,70,263.11,43.92,7.23,5.99,0.6,3.91,8.74,0.54,4.6,1.56,2.63,9.9,2023,1
1105056,광진구,중곡2동,1,75,373.89,108.28,10.39,10.07,10.69,11.2,5.0,0.63,13.88,4.41,8.78,6.18,2023,1
1105056,광진구,중곡2동,2,20,820.0,212.32,20.49,27.85,14.35,21.18,10.89,16.84,16.23,14.09,12.79,7.19,2023,1
1105056,광진구,중곡2동,2,25,997.0,285.58,15.34,20.28,30.77,16.96,18.02,33.78,14.86,34.46,35.73,17.86,2023,1
1105056,광진구,중곡2동,2,30,1181.0,342.35,24.08,32.09,30.0,31.54,27.13,59.2,26.06,25.45,34.03,26.88,2023,1
1105056,광진구,중곡2동,2,35,826.0,221.95,19.01,22.3,11.84,25.96,8.4,29.29,21.66,12.16,24.68,8.32,2023,1
1105056,광진구,중곡2동,2,40,899.0,140.21,9.44,18.24,8.48,15.5,12.22,12.21,11.58,16.36,15.73,14.13,2023,1
1105056,광진구,중곡2동,2,45,921.0,136.95,7.62,18.41,5.7,16.04,22.98,12.6,13.11,14.81,10.38,17.09,2023,1
1105056,광진구,중곡2동,2,50,1002.0,139.95,11.15,18.37,12.69,13.77,14.65,8.03,15.05,16.93,20.55,19.36,2023,1
1105056,광진구,중곡2동,2,55,874.0,124.7,9.85,17.33,8.92,18.11,18.45,5.01,15.43,12.33,9.66,20.31,2023,1
1105056,광진구,중곡2동,2,60,664.0,94.31,6.59,13.53,8.03,12.86,12.4,3.07,10.89,6.78,3.8,19.12,2023,1
1105056,광진구,중곡2동,2,65,486.0,105.42,7.74,12.95,17.48,11.0,9.7,0.9,10.67,14.64,12.55,13.73,2023,1
1105056,광진구,중곡2동,2,70,333.79,67.28,6.83,14.61,0.53,9.06,8.21,0.43,10.85,8.01,3.48,10.84,2023,1
1105056,광진구,중곡2동,2,75,466.21,170.26,18.81,22.43,8.58,27.67,19.15,0.46,20.61,23.41,16.99,27.13,2023,1
1105057,광진구,중곡3동,1,20,670.0,139.6,18.71,20.34,19.21,9.45,0.0,11.73,16.91,7.08,9.78,5.99,2023,1
1105057,광진구,중곡3동,1,25,709.0,169.53,32.17,22.42,19.85,28.13,34.82,20.8,29.55,19.5,16.99,51.76,2023,1
1105057,광진구,중곡3동,1,30,878.0,267.38,34.76,24.09,29.52,20.34,16.94,46.22,34.65,30.94,37.1,13.44,2023,1
1105057,광진구,중곡3동,1,35,715.0,198.4,23.63,16.06,18.69,16.79,18.42,31.41,20.43,12.77,25.66,21.3,2023,1
1105057,광진구,중곡3동,1,40,685.36,165.18,16.23,14.71,24.04,11.83,7.85,15.21,14.51,19.48,22.04,12.96,2023,1
1105057,광진구,중곡3동,1,45,725.0,167.79,26.03,20.32,20.88,16.45,28.39,13.44,23.11,17.78,12.06,25.01,2023,1
1105057,광진구,중곡3동,1,50,786.0,155.45,31.27,22.3,17.27,17.48,28.77,7.37,22.83,26.66,21.12,36.3,2023,1
1105057,광진구,중곡3동,1,55,706.0,149.83,23.4,15.52,24.72,17.3,21.72,5.82,18.24,25.36,16.79,16.14,2023,1
1105057,광진구,중곡3동,1,60,481.0,114.26,16.15,12.93,16.27,11.38,7.98,3.42,12.37,15.98,5.16,11.07,2023,1
1105057,광진구,중곡3동,1,65,375.0,88.77,10.35,4.69,16.72,5.6,6.3,1.15,4.3,6.64,11.6,3.13,2023,1
1105057,광진구,중곡3동,1,70,219.13,52.45,9.58,4.19,1.59,4.38,1.39,0.45,3.52,5.31,4.21,4.14,2023,1
1105057,광진구,중곡3동,1,75,318.87,107.85,9.81,11.0,14.83,5.31,6.96,0.79,11.3,4.42,10.99,4.14,2023,1
1105057,광진구,중곡3동,2,20,565.0,132.15,18.12,8.21,4.85,4.77,4.35,12.67,6.82,7.62,8.89,0.0,2023,1
1105057,광진구,중곡3동,2,25,738.0,190.27,14.63,13.26,19.57,14.64,3.18,22.94,13.38,23.06,25.51,15.77,2023,1
1105057,광진구,중곡3동,2,30,762.0,218.45,20.8,18.1,22.43,15.77,11.72,34.09,13.7,14.95,20.4,11.61,2023,1
1105057,광진구,중곡3동,2,35,604.0,161.85,3.68,10.01,8.51,7.67,0.0,23.14,5.7,16.01,27.44,0.0,2023,1
1105057,광진구,중곡3동,2,40,662.0,157.01,9.98,22.3,18.57,22.68,14.15,10.2,21.25,22.64,14.35,16.83,2023,1
1105057,광진구,중곡3동,2,45,826.0,195.94,11.64,24.35,30.18,17.82,15.24,13.16,18.21,27.95,14.93,11.33,2023,1
1105057,광진구,중곡3동,2,50,823.0,175.64,16.78,18.47,20.19,18.74,8.5,6.52,23.21,19.27,27.04,11.23,2023,1
1105057,광진구,중곡3동,2,55,763.0,159.04,16.07,16.07,19.74,16.8,10.74,5.27,15.56,18.34,9.78,15.95,2023,1
1105057,광진구,중곡3동,2,60,538.0,117.69,9.79,11.95,12.33,14.63,3.47,2.9,12.4,9.62,5.54,8.62,2023,1
1105057,광진구,중곡3동,2,65,428.0,111.5,5.18,10.56,22.01,5.31,6.68,1.15,7.94,11.42,14.38,6.62,2023,1
1105057,광진구,중곡3동,2,70,269.2,71.78,7.97,11.56,1.92,7.55,4.52,0.42,10.42,10.55,3.91,8.98,2023,1
1105057,광진구,중곡3동,2,75,422.8,176.99,17.52,20.41,10.84,18.97,6.03,0.46,15.14,24.85,16.57,13.46,2023,1
1105058,광진구,중곡4동,1,20,1159.0,126.76,19.51,19.49,12.52,15.17,23.08,19.33,15.99,4.26,7.85,13.73,2023,1
1105058,광진구,중곡4동,1,25,1093.0,133.94,18.53,20.21,7.56,19.94,75.04,26.35,19.47,16.93,16.33,58.99,2023,1
1105058,광진구,중곡4동,1,30,1312.0,238.71,29.85,27.52,18.15,30.26,55.19,57.56,30.93,29.71,24.65,48.95,2023,1
1105058,광진구,중곡4동,1,35,1226.0,201.71,22.16,19.33,12.48,16.24,33.35,48.06,19.44,19.77,21.33,48.3,2023,1
1105058,광진구,중곡4동,1,40,1222.0,171.39,22.61,20.49,16.51,15.14,25.25,22.78,18.88,16.96,26.76,33.37,2023,1
1105058,광진구,중곡4동,1,45,1301.0,176.72,26.45,24.32,12.92,21.06,45.58,23.69,23.76,15.59,10.9,25.41,2023,1
1105058,광진구,중곡4동,1,50,1287.0,161.43,15.78,18.32,15.72,15.48,28.97,11.87,16.89,22.25,27.97,30.91,2023,1
1105058,광진구,중곡4동,1,55,1213.0,151.28,15.71,12.52,14.08,10.77,28.49,8.38,10.49,20.23,12.48,26.06,2023,1
1105058,광진구,중곡4동,1,60,868.0,124.67,17.53,15.51,14.47,15.82,20.54,5.02,14.75,16.58,4.5,23.26,2023,1
1105058,광진구,중곡4동,1,65,719.0,123.12,11.94,10.12,23.99,7.38,4.59,2.06,8.8,8.59,14.51,6.06,2023,1
1105058,광진구,중곡4동,1,70,399.41,61.58,9.76,10.08,0.75,8.88,15.34,0.63,9.07,3.14,3.06,13.93,2023,1
1105058,광진구,중곡4동,1,75,556.59,179.54,15.52,29.24,24.38,16.64,8.95,1.56,21.35,12.74,21.63,15.2,2023,1
1105058,광진구,중곡4동,2,20,1042.0,130.41,13.61,14.72,9.3,13.31,14.15,19.43,10.62,7.47,7.32,10.53,2023,1
1105058,광진구,중곡4동,2,25,1093.0,147.03,15.02,17.67,11.69,15.45,19.19,32.9,14.55,18.74,16.61,28.53,2023,1
1105058,광진구,중곡4동,2,30,1365.0,238.24,17.75,20.61,18.69,21.02,12.84,58.5,16.12,20.46,23.4,9.54,2023,1
1105058,광진구,중곡4동,2,35,1105.0,169.27,9.65,23.55,8.94,26.03,19.57,32.55,17.62,17.2,19.66,26.67,2023,1
1105058,광진구,중곡4동,2,40,1224.0,170.35,11.54,25.11,12.97,26.62,25.12,17.37,20.5,16.01,26.42,33.2,2023,1
1105058,광진구,중곡4동,2,45,1471.0,192.46,15.15,27.06,10.0,21.73,26.71,19.16,17.6,21.28,13.58,19.86,2023,1
1105058,광진구,중곡4동,2,50,1341.0,175.01,13.32,22.53,13.68,23.84,20.6,8.93,20.35,22.11,22.64,24.96,2023,1
1105058,광진구,중곡4동,2,55,1325.0,181.57,11.42,27.36,12.83,26.54,20.04,7.17,22.65,18.52,15.74,31.77,2023,1
1105058,광진구,중곡4동,2,60,1006.0,137.14,9.59,21.84,12.89,22.62,14.87,5.1,17.5,10.76,7.0,19.65,2023,1
1105058,광진구,중곡4동,2,65,734.0,141.34,9.67,17.77,20.95,17.82,14.09,1.46,14.57,17.02,15.02,18.15,2023,1
1105058,광진구,중곡4동,2,70,586.64,109.89,9.44,20.38,0.8,17.09,8.98,0.73,15.32,11.81,4.36,17.79,2023,1
1105058,광진구,중곡4동,2,75,722.36,285.95,31.68,57.42,14.68,48.35,23.94,0.92,43.17,47.15,32.22,38.54,2023,1
1105059,광진구,능동,1,20,342.13,193.12,24.67,31.56,15.37,28.87,5.19,7.63,22.49,11.59,20.56,2.58,2023,1
1105059,광진구,능동,1,25,632.21,360.88,34.7,31.44,44.18,39.2,11.79,21.3,41.35,40.38,48.42,18.71,2023,1
1105059,광진구,능동,1,30,860.97,428.56,30.78,34.92,50.3,29.16,13.92,48.57,31.3,39.16,51.03,8.46,2023,1
1105059,광진구,능동,1,35,620.57,304.17,38.29,34.36,26.84,26.41,18.37,28.09,31.32,30.94,29.17,11.38,2023,1
1105059,광진구,능동,1,40,471.91,150.48,17.05,15.24,17.98,14.1,12.77,9.98,13.36,17.44,20.68,5.1,2023,1
1105059,광진구,능동,1,45,374.75,123.78,16.56,13.01,15.19,11.51,15.18,8.2,14.44,11.49,9.21,11.71,2023,1
1105059,광진구,능동,1,50,344.69,68.45,8.88,8.56,5.24,5.42,10.19,3.35,6.65,8.12,9.68,7.22,2023,1
1105059,광진구,능동,1,55,353.23,57.49,6.51,3.93,4.78,3.82,9.61,3.36,6.01,9.68,4.56,9.53,2023,1
1105059,광진구,능동,1,60,261.0,46.8,4.81,3.88,6.44,4.56,7.53,1.99,3.88,7.08,2.62,5.96,2023,1
1105059,광진구,능동,1,65,235.33,50.18,4.83,4.02,9.72,2.52,9.79,0.78,3.72,3.07,5.79,8.31,2023,1
1105059,광진구,능동,1,70,131.3,28.65,4.43,3.78,1.0,3.95,1.21,0.29,4.04,2.71,2.05,2.39,2023,1
1105059,광진구,능동,1,75,230.14,50.79,5.18,6.45,6.85,4.25,4.82,0.55,4.59,2.0,5.95,5.98,2023,1
1105059,광진구,능동,2,20,449.32,257.29,24.52,22.22,32.45,20.33,5.41,12.86,20.78,13.04,16.53,5.36,2023,1
1105059,광진구,능동,2,25,863.36,486.7,25.85,19.52,59.44,17.69,7.71,32.77,18.08,46.41,60.81,7.65,2023,1
1105059,광진구,능동,2,30,894.95,471.55,22.13,43.65,47.63,32.07,7.48,45.98,29.0,48.01,48.93,9.89,2023,1
1105059,광진구,능동,2,35,556.67,293.37,18.68,33.87,13.26,20.07,3.77,22.13,16.7,21.39,37.61,3.74,2023,1
1105059,광진구,능동,2,40,421.93,148.11,8.79,18.04,14.73,11.65,4.01,8.64,11.42,13.52,19.32,8.26,2023,1
1105059,광진구,능동,2,45,418.44,114.66,5.93,20.99,10.47,10.71,5.95,6.23,9.39,13.24,7.5,7.86,2023,1
1105059,광진구,능동,2,50,395.12,72.22,4.07,8.7,5.96,6.06,4.82,3.17,5.91,5.86,11.3,7.96,2023,1
1105059,광진구,능동,2,55,446.16,81.12,4.54,9.94,5.1,9.68,4.19,3.3,8.53,9.3,9.27,12.49,2023,1
1105059,광진구,능동,2,60,307.87,65.52,5.78,7.84,6.32,8.58,2.83,1.6,6.75,5.64,2.93,2.8,2023,1
1105059,광진구,능동,2,65,265.5,69.62,5.49,9.64,10.98,6.5,5.28,0.73,8.64,12.33,8.88,3.92,2023,1
1105059,광진구,능동,2,70,148.89,33.49,5.82,7.13,0.56,4.69,6.53,0.18,5.64,3.58,2.29,6.47,2023,1
1105059,광진구,능동,2,75,271.79,71.28,3.4,12.62,5.23,10.29,5.22,0.38,6.58,7.39,5.66,6.47,2023,1
1105060,광진구,구의1동,1,20,794.0,328.38,37.65,59.71,27.18,50.95,19.69,14.13,41.66,11.44,35.6,9.75,2023,1
1105060,광진구,구의1동,1,25,1147.0,500.34,46.22,65.05,42.6,66.14,29.58,35.28,55.23,66.95,86.79,33.83,2023,1
1105060,광진구,구의1동,1,30,1362.0,640.83,72.21,80.84,55.21,67.41,38.73,57.27,63.76,70.29,77.07,31.62,2023,1
1105060,광진구,구의1동,1,35,986.0,435.8,49.82,59.91,29.51,43.57,41.58,37.54,45.46,43.49,51.68,45.54,2023,1
1105060,광진구,구의1동,1,40,940.0,275.7,37.37,32.87,31.21,26.03,26.48,18.64,30.86,40.01,43.12,18.74,2023,1
1105060,광진구,구의1동,1,45,882.0,249.27,31.8,37.35,20.41,23.43,23.13,15.38,23.95,28.95,21.37,27.09,2023,1
1105060,광진구,구의1동,1,50,876.0,157.06,20.03,23.81,14.23,18.36,25.88,7.51,17.49,20.18,29.31,32.98,2023,1
1105060,광진구,구의1동,1,55,769.0,142.61,18.83,21.33,15.69,14.07,23.65,6.25,13.32,22.26,12.43,21.49,2023,1
1105060,광진구,구의1동,1,60,542.0,101.77,14.01,13.94,8.46,10.15,20.68,3.3,9.58,15.07,6.2,13.17,2023,1
1105060,광진구,구의1동,1,65,404.0,81.72,9.74,9.54,15.71,5.99,13.14,1.14,8.41,7.22,10.33,9.11,2023,1
1105060,광진구,구의1동,1,70,278.44,56.72,9.05,10.05,1.12,8.02,17.35,0.51,7.91,4.41,4.86,11.46,2023,1
1105060,광진구,구의1동,1,75,412.56,104.28,10.5,21.99,14.64,10.98,13.02,0.61,17.53,6.16,10.3,11.46,2023,1
1105060,광진구,구의1동,2,20,918.0,408.78,29.13,43.99,32.71,32.2,13.76,19.78,27.03,29.84,27.37,8.18,2023,1
1105060,광진구,구의1동,2,25,1373.0,655.49,45.0,66.53,66.11,57.21,12.52,48.23,42.42,70.54,89.41,22.33,2023,1
1105060,광진구,구의1동,2,30,1322.0,608.19,40.22,67.83,47.32,46.57,22.06,56.52,42.19,42.25,56.97,21.86,2023,1
1105060,광진구,구의1동,2,35,993.0,422.78,16.96,59.76,17.23,42.84,11.17,29.91,29.19,39.19,48.04,17.71,2023,1
1105060,광진구,구의1동,2,40,899.0,259.47,19.85,46.58,17.15,39.54,19.58,13.64,30.55,26.95,39.43,21.16,2023,1
1105060,광진구,구의1동,2,45,926.0,258.3,19.48,56.17,15.34,36.91,14.95,11.56,30.87,23.44,19.11,19.05,2023,1
1105060,광진구,구의1동,2,50,972.0,175.48,18.13,34.26,10.4,28.87,21.57,5.36,25.4,22.62,23.08,32.07,2023,1
1105060,광진구,구의1동,2,55,914.0,162.14,13.98,26.88,10.2,21.28,26.53,4.31,18.06,16.03,11.22,28.67,2023,1
1105060,광진구,구의1동,2,60,609.0,126.02,13.76,30.2,11.48,23.47,19.4,2.35,16.28,13.3,5.1,19.22,2023,1
1105060,광진구,구의1동,2,65,521.0,112.63,7.14,18.53,15.94,11.69,7.58,1.06,11.63,13.2,14.64,21.03,2023,1
1105060,광진구,구의1동,2,70,325.88,73.55,7.84,19.47,0.56,15.67,16.87,0.46,11.8,9.61,4.84,20.58,2023,1
1105060,광진구,구의1동,2,75,526.12,151.35,20.35,34.54,13.89,17.88,16.87,0.55,21.85,16.09,14.15,25.74,2023,1
1105061,광진구,구의2동,1,20,816.87,111.94,18.84,17.08,8.82,13.99,22.51,12.66,16.77,4.82,6.49,14.87,2023,1
1105061,광진구,구의2동,1,25,825.79,125.62,17.85,16.17,6.68,10.8,16.45,21.62,13.92,15.94,18.48,26.08,2023,1
1105061,광진구,구의2동,1,30,1063.03,189.08,17.7,15.54,14.37,15.19,12.56,49.51,14.99,20.92,26.03,12.45,2023,1
1105061,광진구,구의2동,1,35,1015.43,166.42,19.45,15.81,11.52,10.39,18.42,45.56,14.48,15.56,12.23,18.25,2023,1
